Country,first_year_train,last_year_train,Sex,max_age,nn_layers,latent_dim,Forecast horizon,Log score,Date,Time,Model
sweden,1929,1988,Male,100,1,5,6,346.4813360285919,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,5,7,346.14673002460677,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,5,8,344.4081598561913,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,5,9,344.4308096403938,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,5,10,345.6722935812722,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,1,351.11894571489114,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,2,351.47497838560577,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,3,350.0742933516608,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,4,349.1225454189582,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,5,350.22016444045187,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,6,346.4813360285919,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,7,346.14673002460677,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,8,344.4081598561913,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,9,344.4308096403938,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,6,10,345.6722935812722,09/03/2023,17:03:25,saturated
sweden,1929,1988,Male,100,1,8,1,351.11894571489114,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,8,2,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,8,3,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,8,4,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,8,5,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,8,6,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,8,7,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,8,8,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,8,9,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,8,10,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,1,351.11894571489114,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,2,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,3,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,4,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,5,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,6,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,7,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,8,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,9,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,7,10,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,1,351.11894571489114,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,2,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,3,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,4,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,5,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,6,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,7,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,8,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,9,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1929,1988,Male,100,1,9,10,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,1,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,2,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,3,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,4,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,5,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,6,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,7,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,8,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,9,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,1,10,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,1,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,2,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,3,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,4,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,5,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,6,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,7,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,8,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,9,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,2,10,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,1,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,2,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,3,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,4,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,5,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,6,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,7,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,8,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,9,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,4,10,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,1,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,2,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,3,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,4,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,5,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,6,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,7,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,8,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,9,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,3,10,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,1,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,2,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,3,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,4,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,5,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,6,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,7,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,8,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,9,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,5,10,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,1,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,2,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,3,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,4,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,5,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,6,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,7,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,8,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,9,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,9,10,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,1,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,2,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,3,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,4,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,5,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,6,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,7,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,8,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,9,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,7,10,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,1,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,2,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,3,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,4,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,5,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,6,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,7,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,8,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,9,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,6,10,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,1,351.47497838560577,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,2,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,3,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,4,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,5,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,6,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,7,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,8,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,9,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1930,1989,Male,100,1,8,10,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,1,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,2,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,3,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,4,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,5,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,6,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,7,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,8,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,9,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,1,10,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,1,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,2,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,3,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,4,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,5,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,6,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,7,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,8,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,9,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,3,10,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,1,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,2,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,3,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,4,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,5,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,6,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,7,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,8,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,9,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,2,10,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,1,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,2,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,3,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,4,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,5,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,6,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,7,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,8,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,9,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,4,10,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,1,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,2,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,3,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,4,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,5,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,6,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,7,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,8,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,9,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,7,10,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,1,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,2,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,3,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,4,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,5,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,6,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,7,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,8,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,9,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,5,10,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,1,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,2,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,3,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,4,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,5,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,6,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,7,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,8,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,9,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,6,10,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,1,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,2,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,3,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,4,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,5,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,6,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,7,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,8,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,9,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,8,10,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,1,350.0742933516608,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,2,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,3,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,4,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,5,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,6,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,7,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,8,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,9,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1931,1990,Male,100,1,9,10,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,1,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,2,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,3,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,4,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,5,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,6,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,7,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,8,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,9,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,2,10,342.15754508724063,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,1,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,2,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,3,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,4,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,5,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,6,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,7,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,8,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,9,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,1,10,342.15754508724063,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,1,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,2,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,3,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,4,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,5,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,6,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,7,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,8,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,9,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,3,10,342.15754508724063,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,1,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,2,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,3,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,4,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,5,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,6,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,7,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,8,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,9,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,4,10,342.15754508724063,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,1,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,2,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,3,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,4,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,5,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,6,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,7,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,8,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,9,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,5,10,342.15754508724063,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,1,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,2,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,3,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,4,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,5,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,6,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,7,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,8,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,9,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,6,10,342.15754508724063,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,1,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,2,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,3,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,4,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,5,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,6,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,7,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,8,344.05623190896847,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,9,342.24095029338247,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,8,10,342.15754508724063,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,7,1,349.1225454189582,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,7,2,350.22016444045187,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,7,3,346.4813360285919,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,7,4,346.14673002460677,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,7,5,344.4081598561913,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,7,6,344.4308096403938,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,7,7,345.6722935812722,09/03/2023,17:03:26,saturated
sweden,1932,1991,Male,100,1,7,8,344.05623190896847,09/03/2023,17:03:26,saturated
