Country,first_year_train,last_year_train,Sex,max_age,nn_layers,latent_dim,Forecast horizon,Log score,Date,Time
sweden,1938,1997,Male,100,1,4,8,847.2836259089688,12/03/2023,03:57:41
sweden,1938,1997,Male,100,1,4,9,893.0146412382968,12/03/2023,03:57:41
sweden,1938,1997,Male,100,1,4,10,917.026195686339,12/03/2023,03:57:41
sweden,1938,1997,Male,100,1,5,1,732.7986334301376,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,5,2,757.5204028742221,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,5,3,765.6785472005067,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,5,4,775.6940799120994,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,5,5,794.7058721673601,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,5,6,808.3728842370114,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,5,7,826.5473604392911,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,5,8,837.4515109122035,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,5,9,858.9411043575284,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,5,10,871.9305416741611,12/03/2023,03:59:26
sweden,1938,1997,Male,100,1,7,1,675.3444352941914,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,7,2,708.6643822542784,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,7,3,737.7964324533793,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,7,4,765.0426136303895,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,7,5,785.8694875336845,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,7,6,800.8188152798132,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,7,7,810.8283596851777,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,7,8,827.8888463620904,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,7,9,845.1254712359138,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,7,10,849.6690512747467,12/03/2023,04:00:43
sweden,1938,1997,Male,100,1,6,1,718.0895100023006,12/03/2023,04:00:51
sweden,1938,1997,Male,100,1,6,2,736.3504900075083,12/03/2023,04:00:51
sweden,1938,1997,Male,100,1,6,3,750.8665229889504,12/03/2023,04:00:51
sweden,1938,1997,Male,100,1,6,4,762.2826339340335,12/03/2023,04:00:51
sweden,1938,1997,Male,100,1,6,5,778.7188360723759,12/03/2023,04:00:51
sweden,1938,1997,Male,100,1,6,6,791.3263570346132,12/03/2023,04:00:51
sweden,1938,1997,Male,100,1,6,7,801.0909155128618,12/03/2023,04:00:51
sweden,1938,1997,Male,100,1,6,8,813.2389825926134,12/03/2023,04:00:51
sweden,1938,1997,Male,100,1,6,9,831.2012732094456,12/03/2023,04:00:51
sweden,1938,1997,Male,100,1,6,10,836.9142186090651,12/03/2023,04:00:51
sweden,1939,1998,Male,100,1,3,1,812.1846715019017,12/03/2023,04:03:36
sweden,1939,1998,Male,100,1,3,2,791.2108033175566,12/03/2023,04:03:36
sweden,1939,1998,Male,100,1,3,3,778.4990351945492,12/03/2023,04:03:36
sweden,1939,1998,Male,100,1,3,4,825.3153131656136,12/03/2023,04:03:36
sweden,1939,1998,Male,100,1,3,5,823.1473447892772,12/03/2023,04:03:36
sweden,1939,1998,Male,100,1,3,6,851.1601030057724,12/03/2023,04:03:36
sweden,1939,1998,Male,100,1,3,7,864.3849915459174,12/03/2023,04:03:36
sweden,1939,1998,Male,100,1,3,8,966.7046557534451,12/03/2023,04:03:36
