country,first_year_train,last_year_train,sex,max_age,nn_layers,latent_dim,forecast_horizon,log_score,date,time
sweden,1934,1993,Male,100,1,6,6,468.84343443841226,06/02/2023,18:42:24
sweden,1934,1993,Male,100,1,6,7,497.1859720965128,06/02/2023,18:42:24
sweden,1934,1993,Male,100,1,6,8,497.46671113802677,06/02/2023,18:42:24
sweden,1934,1993,Male,100,1,6,9,504.0290189666409,06/02/2023,18:42:24
sweden,1934,1993,Male,100,1,6,10,508.47639507140906,06/02/2023,18:42:24
sweden,1934,1993,Male,100,1,7,1,451.50237682455787,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,7,2,439.08325288182704,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,7,3,451.25290578142886,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,7,4,464.07207057002233,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,7,5,468.94142295128205,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,7,6,474.12104382997177,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,7,7,498.413670557799,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,7,8,502.7236941137944,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,7,9,508.19646266350355,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,7,10,511.0504751913459,06/02/2023,18:44:57
sweden,1934,1993,Male,100,1,9,1,450.4395726141003,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,9,2,438.85275407063057,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,9,3,453.5502593883477,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,9,4,461.7639268602832,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,9,5,466.7374270313689,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,9,6,473.8913229507718,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,9,7,499.8847883287564,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,9,8,499.97203753085023,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,9,9,508.3242418052043,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,9,10,510.91151377399433,06/02/2023,18:47:22
sweden,1934,1993,Male,100,1,8,1,443.9718981085397,06/02/2023,18:47:35
sweden,1934,1993,Male,100,1,8,2,437.36872892077736,06/02/2023,18:47:35
sweden,1934,1993,Male,100,1,8,3,448.5671006211842,06/02/2023,18:47:35
sweden,1934,1993,Male,100,1,8,4,456.80317003505644,06/02/2023,18:47:35
sweden,1934,1993,Male,100,1,8,5,463.3657519471183,06/02/2023,18:47:35
sweden,1934,1993,Male,100,1,8,6,466.31401788706927,06/02/2023,18:47:35
sweden,1934,1993,Male,100,1,8,7,494.5314089784294,06/02/2023,18:47:35
sweden,1934,1993,Male,100,1,8,8,491.2422072156112,06/02/2023,18:47:35
sweden,1934,1993,Male,100,1,8,9,498.3137498243488,06/02/2023,18:47:35
sweden,1934,1993,Male,100,1,8,10,503.8501557942061,06/02/2023,18:47:35
sweden,1935,1994,Male,100,1,1,1,524.9621158599726,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,1,2,534.7277942953178,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,1,3,546.150714719728,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,1,4,571.1062692508896,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,1,5,594.2900819070938,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,1,6,666.8452878196615,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,1,7,696.2994970186362,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,1,8,700.7857006625583,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,1,9,676.7762033146385,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,1,10,780.335332143283,06/02/2023,18:57:34
sweden,1935,1994,Male,100,1,2,1,443.75955007104886,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,2,2,459.9655218131956,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,2,3,464.21935204060145,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,2,4,483.1184563109438,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,2,5,476.40234995815473,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,2,6,509.8685314849768,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,2,7,505.3003411091263,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,2,8,529.5915055208885,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,2,9,514.5029591969649,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,2,10,529.6234152708873,07/02/2023,04:20:09
sweden,1935,1994,Male,100,1,3,1,423.3727353681077,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,3,2,430.3201023101848,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,3,3,431.17408309569765,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,3,4,435.41156181472246,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,3,5,438.876671291149,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,3,6,463.1809966402225,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,3,7,460.036706001572,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,3,8,475.60574421466515,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,3,9,464.3609865601606,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,3,10,482.3649065851195,07/02/2023,04:48:11
sweden,1935,1994,Male,100,1,4,1,425.1544291549512,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,4,2,429.5386980442133,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,4,3,437.24506333643967,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,4,4,442.7107825791125,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,4,5,443.53955330530465,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,4,6,464.20509295717665,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,4,7,463.87011379442094,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,4,8,476.1475460194216,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,4,9,473.80355912141846,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,4,10,487.4278637740448,07/02/2023,04:57:23
sweden,1935,1994,Male,100,1,5,1,432.80877450648563,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,5,2,433.5025017982753,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,5,3,448.88863301016426,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,5,4,448.67862365080106,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,5,5,451.5631265416451,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,5,6,471.9149407661997,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,5,7,469.77650724482726,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,5,8,481.8081679611094,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,5,9,480.3469188757043,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,5,10,493.612500114808,07/02/2023,05:01:27
sweden,1935,1994,Male,100,1,6,1,427.49127179523305,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,6,2,424.58770949513433,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,6,3,439.3510494230966,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,6,4,445.44203972398844,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,6,5,445.1983081943416,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,6,6,469.14967642956185,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,6,7,464.35144679883814,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,6,8,475.7536403191232,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,6,9,476.8221203466293,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,6,10,494.66599439920753,07/02/2023,05:02:34
sweden,1935,1994,Male,100,1,7,1,425.05174754056117,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,7,2,428.49194197017005,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,7,3,443.57864036585323,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,7,4,447.5318540598326,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,7,5,449.2892645723634,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,7,6,473.36594969471224,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,7,7,468.9275875497955,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,7,8,480.27434834394705,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,7,9,479.18168685370574,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,7,10,495.84763506039695,07/02/2023,05:05:54
sweden,1935,1994,Male,100,1,8,1,426.6371405088911,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,8,2,426.04388594253754,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,8,3,439.3781878560876,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,8,4,446.66910336469084,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,8,5,445.6745804747098,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,8,6,469.78106943373245,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,8,7,464.76207908183085,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,8,8,476.29744059192353,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,8,9,474.62108970899584,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,8,10,489.4937023404887,07/02/2023,05:06:46
sweden,1935,1994,Male,100,1,9,1,424.65385306400015,07/02/2023,05:15:42
sweden,1935,1994,Male,100,1,9,2,426.32698274783115,07/02/2023,05:15:42
sweden,1935,1994,Male,100,1,9,3,437.0469425678588,07/02/2023,05:15:42
sweden,1935,1994,Male,100,1,9,4,451.8666922354634,07/02/2023,05:15:42
sweden,1935,1994,Male,100,1,9,5,449.14318613323013,07/02/2023,05:15:42
sweden,1935,1994,Male,100,1,9,6,474.64515234716356,07/02/2023,05:15:42
sweden,1935,1994,Male,100,1,9,7,469.1413848915282,07/02/2023,05:15:42
sweden,1935,1994,Male,100,1,9,8,480.4880649745089,07/02/2023,05:15:42
sweden,1935,1994,Male,100,1,9,9,476.93023947077813,07/02/2023,05:15:42
sweden,1935,1994,Male,100,1,9,10,495.51261525998814,07/02/2023,05:15:42
sweden,1936,1995,Male,100,1,1,1,528.8234418597654,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,1,2,545.5653564346256,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,1,3,568.9034313009787,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,1,4,587.1303345871877,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,1,5,666.9613027127341,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,1,6,696.5495069823028,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,1,7,688.8332721822915,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,1,8,684.2228874252245,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,1,9,761.6391573663198,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,1,10,757.1587406561144,07/02/2023,20:58:33
sweden,1936,1995,Male,100,1,2,1,445.5146746093605,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,2,2,454.2669841470086,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,2,3,468.1726404313345,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,2,4,465.17977213759417,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,2,5,500.26531871441574,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,2,6,500.7413259575392,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,2,7,520.8527380012589,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,2,8,506.3303002496275,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,2,9,529.0811019816948,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,2,10,541.1585670036402,07/02/2023,21:28:25
sweden,1936,1995,Male,100,1,8,1,420.32772275724204,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,8,2,441.2034492666189,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,8,3,456.0979937392584,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,8,4,449.80089310165255,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,8,5,478.9048770392543,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,8,6,471.579179660396,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,8,7,483.0453450165851,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,8,8,481.2211009722867,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,8,9,499.0077143341955,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,8,10,502.2916922178955,07/02/2023,21:59:09
sweden,1936,1995,Male,100,1,6,1,412.3873267321721,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,6,2,437.8276460744534,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,6,3,443.2530796232016,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,6,4,440.63988838537904,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,6,5,473.87033652561394,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,6,6,466.8707451175745,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,6,7,474.6082735206509,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,6,8,474.2117178142426,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,6,9,498.4754965124485,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,6,10,497.2451578967655,07/02/2023,21:59:14
sweden,1936,1995,Male,100,1,5,1,415.3020493861397,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,5,2,436.32829398411525,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,5,3,449.6172764343762,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,5,4,442.17019656936674,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,5,5,469.95903053520755,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,5,6,466.5144431218919,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,5,7,476.8770913274178,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,5,8,474.3679271836306,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,5,9,495.3804902254994,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,5,10,502.0766823459926,07/02/2023,21:59:21
sweden,1936,1995,Male,100,1,4,1,416.01527353792454,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,4,2,430.6244139373849,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,4,3,441.1469640740345,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,4,4,442.31422391898576,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,4,5,472.1815348812946,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,4,6,476.03131853854364,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,4,7,481.93129206815723,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,4,8,484.3524327659089,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,4,9,510.83868371667126,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,4,10,510.1738836835502,07/02/2023,22:00:12
sweden,1936,1995,Male,100,1,7,1,415.1785199293188,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,7,2,437.18276859912737,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,7,3,443.37951024736265,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,7,4,438.3859079446513,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,7,5,465.7976639015342,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,7,6,464.96314811756764,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,7,7,473.6387803736718,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,7,8,475.02625336526853,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,7,9,495.2204877411193,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,7,10,501.69268870466135,07/02/2023,22:00:50
sweden,1936,1995,Male,100,1,3,1,418.98871636374673,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,3,2,425.9341017100737,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,3,3,429.21149004424984,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,3,4,430.49441443961547,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,3,5,457.9674675913455,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,3,6,458.8530130870797,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,3,7,471.4825153485024,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,3,8,458.81005111519966,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,3,9,479.7124360457684,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,3,10,485.8280219554084,07/02/2023,22:01:35
sweden,1936,1995,Male,100,1,9,1,410.28209699434206,08/02/2023,07:17:37
sweden,1936,1995,Male,100,1,9,2,438.0234098882445,08/02/2023,07:17:37
sweden,1936,1995,Male,100,1,9,3,445.8465387460878,08/02/2023,07:17:37
sweden,1936,1995,Male,100,1,9,4,441.657221509922,08/02/2023,07:17:37
sweden,1936,1995,Male,100,1,9,5,470.871073368998,08/02/2023,07:17:37
sweden,1936,1995,Male,100,1,9,6,468.9514009946883,08/02/2023,07:17:37
sweden,1936,1995,Male,100,1,9,7,474.98209210126987,08/02/2023,07:17:37
sweden,1936,1995,Male,100,1,9,8,473.8187800203706,08/02/2023,07:17:37
sweden,1936,1995,Male,100,1,9,9,491.91544063108887,08/02/2023,07:17:37
sweden,1936,1995,Male,100,1,9,10,495.2732946135742,08/02/2023,07:17:37
sweden,1937,1996,Male,100,1,1,1,518.9026793628855,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,1,2,537.0427334376706,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,1,3,552.2550112591434,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,1,4,615.2307115623222,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,1,5,644.2479665137416,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,1,6,639.9823761836718,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,1,7,620.7237007140251,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,1,8,682.5719028625438,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,1,9,696.3005637138452,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,1,10,732.9013250549649,08/02/2023,07:45:56
sweden,1937,1996,Male,100,1,4,1,421.49101764885893,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,4,2,425.7252967526201,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,4,3,422.1513170884918,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,4,4,451.22512518128394,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,4,5,450.3264661785604,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,4,6,458.3703965513873,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,4,7,459.1775575095428,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,4,8,482.74509117551867,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,4,9,483.8085624349384,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,4,10,491.80103634987455,08/02/2023,08:19:22
sweden,1937,1996,Male,100,1,2,1,432.2878761455545,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,2,2,445.4841728144815,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,2,3,444.3511303414071,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,2,4,475.3310295911443,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,2,5,479.48616988117965,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,2,6,498.22060806295076,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,2,7,483.197729454814,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,2,8,511.3502470280217,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,2,9,519.2584434251756,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,2,10,523.6884514007402,08/02/2023,08:19:57
sweden,1937,1996,Male,100,1,5,1,422.4512338007067,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,5,2,430.0850799136959,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,5,3,426.57003977883744,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,5,4,452.83457975007616,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,5,5,455.5729034992334,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,5,6,458.87218194031385,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,5,7,458.73788347598617,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,5,8,475.53411584994177,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,5,9,480.5072553063998,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,5,10,484.15711022492485,08/02/2023,08:19:58
sweden,1937,1996,Male,100,1,6,1,431.7908857408404,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,6,2,437.0951854912861,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,6,3,433.5493039816476,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,6,4,463.32794901817675,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,6,5,458.1921332228459,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,6,6,467.390323241928,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,6,7,462.82849643102816,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,6,8,485.51508224689815,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,6,9,486.6928996003475,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,6,10,490.091051615363,08/02/2023,08:21:42
sweden,1937,1996,Male,100,1,3,1,415.88031747432876,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,3,2,416.1874032377654,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,3,3,418.6481266378589,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,3,4,447.6016028274728,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,3,5,447.00954670800826,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,3,6,459.578638547801,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,3,7,446.30574867069015,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,3,8,473.0284873651551,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,3,9,476.60382433641473,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,3,10,471.7880145148443,08/02/2023,08:21:54
sweden,1937,1996,Male,100,1,7,1,427.00705278200684,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,7,2,432.90041928397625,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,7,3,427.36643625321517,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,7,4,459.5914713243843,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,7,5,454.6236883463119,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,7,6,461.62003801732453,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,7,7,463.70565599049627,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,7,8,484.17096266679016,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,7,9,484.8076714496167,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,7,10,491.59864925639835,08/02/2023,08:22:28
sweden,1937,1996,Male,100,1,8,1,428.65574066763,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,8,2,432.3400668605246,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,8,3,427.1591950341889,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,8,4,457.2193247217307,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,8,5,453.84121858431246,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,8,6,461.3661879081124,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,8,7,458.1355170908512,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,8,8,481.40061175810297,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,8,9,485.2084962795778,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,8,10,490.02272931540523,08/02/2023,17:39:05
sweden,1937,1996,Male,100,1,9,1,427.73171044484576,08/02/2023,18:06:41
sweden,1937,1996,Male,100,1,9,2,435.55752550853197,08/02/2023,18:06:41
sweden,1937,1996,Male,100,1,9,3,431.78486074342663,08/02/2023,18:06:41
sweden,1937,1996,Male,100,1,9,4,462.21810998548506,08/02/2023,18:06:41
sweden,1937,1996,Male,100,1,9,5,456.870852025515,08/02/2023,18:06:41
sweden,1937,1996,Male,100,1,9,6,467.6370733537205,08/02/2023,18:06:41
sweden,1937,1996,Male,100,1,9,7,463.5357725575084,08/02/2023,18:06:41
sweden,1937,1996,Male,100,1,9,8,484.689226102658,08/02/2023,18:06:41
sweden,1937,1996,Male,100,1,9,9,487.76576563337426,08/02/2023,18:06:41
sweden,1937,1996,Male,100,1,9,10,492.0364617795492,08/02/2023,18:06:41
sweden,1938,1997,Male,100,1,3,1,408.12691332732766,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,3,2,412.8324879260501,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,3,3,445.08700242572047,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,3,4,440.91925248684356,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,3,5,454.07076168689747,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,3,6,440.6584183303829,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,3,7,472.2357177285559,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,3,8,470.16005691913153,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,3,9,466.0804184461495,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,3,10,484.1824729870708,08/02/2023,18:39:03
sweden,1938,1997,Male,100,1,1,1,526.2802064525907,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,1,2,536.7082558186331,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,1,3,604.1367488121643,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,1,4,619.4994874435797,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,1,5,618.6071272932078,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,1,6,598.4631538366241,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,1,7,676.2159672821385,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,1,8,668.682089018485,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,1,9,688.839803537313,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,1,10,762.1431785820632,08/02/2023,18:40:55
sweden,1938,1997,Male,100,1,2,1,434.61012274779785,08/02/2023,18:42:53
sweden,1938,1997,Male,100,1,2,2,429.2412160737222,08/02/2023,18:42:53
sweden,1938,1997,Male,100,1,2,3,465.9492050202011,08/02/2023,18:42:53
sweden,1938,1997,Male,100,1,2,4,462.7707420854159,08/02/2023,18:42:53
sweden,1938,1997,Male,100,1,2,5,480.1446817192466,08/02/2023,18:42:53
sweden,1938,1997,Male,100,1,2,6,466.0922226835527,08/02/2023,18:42:53
sweden,1938,1997,Male,100,1,2,7,503.02695270326876,08/02/2023,18:42:53
