country,first_year_train,last_year_train,sex,max_age,forecast_horizon,log_score,date,time,model
sweden,1941,2000,Male,100,5,-453.666255209234,02/23/2023,17:23:29,PLAT
sweden,1941,2000,Male,100,6,-460.31803361081876,02/23/2023,17:23:29,PLAT
sweden,1941,2000,Male,100,7,-476.4308344659786,02/23/2023,17:23:29,PLAT
sweden,1941,2000,Male,100,8,-489.8240603185621,02/23/2023,17:23:29,PLAT
sweden,1941,2000,Male,100,9,-496.53792658073303,02/23/2023,17:23:29,PLAT
sweden,1941,2000,Male,100,10,-499.52773703252564,02/23/2023,17:23:29,PLAT
sweden,1942,2001,Male,100,1,-441.07901535731156,02/24/2023,17:24:56,PLAT
sweden,1942,2001,Male,100,2,-413.9288491897232,02/24/2023,17:24:56,PLAT
sweden,1942,2001,Male,100,3,-459.85121094636963,02/24/2023,17:24:56,PLAT
sweden,1942,2001,Male,100,4,-450.31597100392645,02/24/2023,17:24:56,PLAT
sweden,1942,2001,Male,100,5,-458.32373209191496,02/24/2023,17:24:56,PLAT
sweden,1942,2001,Male,100,6,-476.1564503635472,02/24/2023,17:24:56,PLAT
sweden,1942,2001,Male,100,7,-490.1833265754681,02/24/2023,17:24:56,PLAT
sweden,1942,2001,Male,100,8,-501.96363770119257,02/24/2023,17:24:56,PLAT
sweden,1942,2001,Male,100,9,-505.67401644919653,02/24/2023,17:24:56,PLAT
sweden,1942,2001,Male,100,10,-511.73573784399,02/24/2023,17:24:56,PLAT
sweden,1943,2002,Male,100,1,-408.0236801371532,02/26/2023,17:26:25,PLAT
sweden,1943,2002,Male,100,2,-460.612819159553,02/26/2023,17:26:25,PLAT
sweden,1943,2002,Male,100,3,-445.15093453056465,02/26/2023,17:26:25,PLAT
sweden,1943,2002,Male,100,4,-454.8873270603539,02/26/2023,17:26:25,PLAT
sweden,1943,2002,Male,100,5,-472.57300909907286,02/26/2023,17:26:25,PLAT
sweden,1943,2002,Male,100,6,-486.69338763343666,02/26/2023,17:26:25,PLAT
sweden,1943,2002,Male,100,7,-498.3364065693628,02/26/2023,17:26:25,PLAT
sweden,1943,2002,Male,100,8,-501.0547367293436,02/26/2023,17:26:25,PLAT
sweden,1943,2002,Male,100,9,-508.0583892022854,02/26/2023,17:26:25,PLAT
sweden,1943,2002,Male,100,10,-524.0641048891438,02/26/2023,17:26:25,PLAT
sweden,1944,2003,Male,100,1,-454.3559022618949,02/27/2023,17:27:52,PLAT
sweden,1944,2003,Male,100,2,-438.76508925100285,02/27/2023,17:27:52,PLAT
sweden,1944,2003,Male,100,3,-448.0397573126686,02/27/2023,17:27:52,PLAT
sweden,1944,2003,Male,100,4,-468.2565988743781,02/27/2023,17:27:52,PLAT
sweden,1944,2003,Male,100,5,-483.22350676971763,02/27/2023,17:27:52,PLAT
sweden,1944,2003,Male,100,6,-498.43060862300376,02/27/2023,17:27:52,PLAT
sweden,1944,2003,Male,100,7,-497.60523125133307,02/27/2023,17:27:52,PLAT
sweden,1944,2003,Male,100,8,-506.57184739015725,02/27/2023,17:27:52,PLAT
sweden,1944,2003,Male,100,9,-524.8720919741924,02/27/2023,17:27:52,PLAT
sweden,1944,2003,Male,100,10,-558.2215185519212,02/27/2023,17:27:52,PLAT
sweden,1945,2004,Male,100,1,-432.3678957892958,02/29/2023,17:29:21,PLAT
sweden,1945,2004,Male,100,2,-428.19798524230345,02/29/2023,17:29:21,PLAT
sweden,1945,2004,Male,100,3,-445.5998326922975,02/29/2023,17:29:21,PLAT
sweden,1945,2004,Male,100,4,-457.5913053152431,02/29/2023,17:29:21,PLAT
sweden,1945,2004,Male,100,5,-473.46306598575313,02/29/2023,17:29:21,PLAT
sweden,1945,2004,Male,100,6,-471.6665459650654,02/29/2023,17:29:21,PLAT
sweden,1945,2004,Male,100,7,-479.9553867631832,02/29/2023,17:29:21,PLAT
sweden,1945,2004,Male,100,8,-499.83826021172206,02/29/2023,17:29:21,PLAT
sweden,1945,2004,Male,100,9,-528.1876425990823,02/29/2023,17:29:21,PLAT
sweden,1945,2004,Male,100,10,-537.0034138322371,02/29/2023,17:29:21,PLAT
sweden,1946,2005,Male,100,1,-428.69286376260965,02/30/2023,17:30:48,PLAT
sweden,1946,2005,Male,100,2,-448.1024087094959,02/30/2023,17:30:48,PLAT
sweden,1946,2005,Male,100,3,-457.457065205554,02/30/2023,17:30:48,PLAT
sweden,1946,2005,Male,100,4,-474.6191464022239,02/30/2023,17:30:48,PLAT
sweden,1946,2005,Male,100,5,-472.4059680662969,02/30/2023,17:30:48,PLAT
sweden,1946,2005,Male,100,6,-482.69257310693104,02/30/2023,17:30:48,PLAT
sweden,1946,2005,Male,100,7,-500.67250157183867,02/30/2023,17:30:48,PLAT
sweden,1946,2005,Male,100,8,-531.2584032249313,02/30/2023,17:30:48,PLAT
sweden,1946,2005,Male,100,9,-543.8900393095095,02/30/2023,17:30:48,PLAT
sweden,1946,2005,Male,100,10,-564.0568480559102,02/30/2023,17:30:48,PLAT
sweden,1947,2006,Male,100,1,-435.93165675289646,02/32/2023,17:32:17,PLAT
sweden,1947,2006,Male,100,2,-441.53319929914267,02/32/2023,17:32:17,PLAT
sweden,1947,2006,Male,100,3,-459.4490039571344,02/32/2023,17:32:17,PLAT
sweden,1947,2006,Male,100,4,-452.0812072936069,02/32/2023,17:32:17,PLAT
sweden,1947,2006,Male,100,5,-462.662639446253,02/32/2023,17:32:17,PLAT
sweden,1947,2006,Male,100,6,-481.3485345353724,02/32/2023,17:32:17,PLAT
sweden,1947,2006,Male,100,7,-509.29181311524883,02/32/2023,17:32:17,PLAT
sweden,1947,2006,Male,100,8,-520.9842819491602,02/32/2023,17:32:17,PLAT
sweden,1947,2006,Male,100,9,-542.9804136571104,02/32/2023,17:32:17,PLAT
sweden,1947,2006,Male,100,10,-536.930971488682,02/32/2023,17:32:17,PLAT
sweden,1948,2007,Male,100,1,-435.35601080545126,02/33/2023,17:33:45,PLAT
sweden,1948,2007,Male,100,2,-447.76829535614814,02/33/2023,17:33:45,PLAT
sweden,1948,2007,Male,100,3,-441.43513161841474,02/33/2023,17:33:45,PLAT
sweden,1948,2007,Male,100,4,-453.93792363235855,02/33/2023,17:33:45,PLAT
sweden,1948,2007,Male,100,5,-470.49663422183613,02/33/2023,17:33:45,PLAT
sweden,1948,2007,Male,100,6,-499.567475498036,02/33/2023,17:33:45,PLAT
sweden,1948,2007,Male,100,7,-512.8641966634113,02/33/2023,17:33:45,PLAT
sweden,1948,2007,Male,100,8,-530.8298929679224,02/33/2023,17:33:45,PLAT
sweden,1948,2007,Male,100,9,-529.9310389222046,02/33/2023,17:33:45,PLAT
sweden,1948,2007,Male,100,10,-598.5893737794038,02/33/2023,17:33:45,PLAT
sweden,1949,2008,Male,100,1,-438.73134073315487,02/35/2023,17:35:13,PLAT
sweden,1949,2008,Male,100,2,-425.44128558588517,02/35/2023,17:35:13,PLAT
sweden,1949,2008,Male,100,3,-438.00338454935047,02/35/2023,17:35:13,PLAT
sweden,1949,2008,Male,100,4,-456.85028433222647,02/35/2023,17:35:13,PLAT
sweden,1949,2008,Male,100,5,-481.6855689139597,02/35/2023,17:35:13,PLAT
sweden,1949,2008,Male,100,6,-493.962866727378,02/35/2023,17:35:13,PLAT
sweden,1949,2008,Male,100,7,-512.3366522001563,02/35/2023,17:35:13,PLAT
sweden,1949,2008,Male,100,8,-513.4194535257616,02/35/2023,17:35:13,PLAT
sweden,1949,2008,Male,100,9,-578.9635246209062,02/35/2023,17:35:13,PLAT
sweden,1949,2008,Male,100,10,-554.4272259650826,02/35/2023,17:35:13,PLAT
sweden,1950,2009,Male,100,1,-416.7332502485535,02/36/2023,17:36:42,PLAT
sweden,1950,2009,Male,100,2,-424.90768322630504,02/36/2023,17:36:42,PLAT
sweden,1950,2009,Male,100,3,-436.2327948033482,02/36/2023,17:36:42,PLAT
sweden,1950,2009,Male,100,4,-458.57146203460087,02/36/2023,17:36:42,PLAT
sweden,1950,2009,Male,100,5,-469.16907331050425,02/36/2023,17:36:42,PLAT
sweden,1950,2009,Male,100,6,-483.68312365581374,02/36/2023,17:36:42,PLAT
sweden,1950,2009,Male,100,7,-486.62839916904966,02/36/2023,17:36:42,PLAT
sweden,1950,2009,Male,100,8,-548.2694462346334,02/36/2023,17:36:42,PLAT
sweden,1950,2009,Male,100,9,-523.1929675168217,02/36/2023,17:36:42,PLAT
sweden,1950,2009,Male,100,10,-561.8856792062343,02/36/2023,17:36:42,PLAT
sweden,1951,2010,Male,100,1,-417.70118872524785,02/38/2023,17:38:10,PLAT
sweden,1951,2010,Male,100,2,-432.1965332125007,02/38/2023,17:38:10,PLAT
sweden,1951,2010,Male,100,3,-454.4194649019752,02/38/2023,17:38:10,PLAT
sweden,1951,2010,Male,100,4,-466.2028395012078,02/38/2023,17:38:10,PLAT
sweden,1951,2010,Male,100,5,-484.95981336233774,02/38/2023,17:38:10,PLAT
sweden,1951,2010,Male,100,6,-485.3858909589538,02/38/2023,17:38:10,PLAT
sweden,1951,2010,Male,100,7,-551.1037862465253,02/38/2023,17:38:10,PLAT
sweden,1951,2010,Male,100,8,-524.9295178392705,02/38/2023,17:38:10,PLAT
sweden,1951,2010,Male,100,9,-562.4596181177292,02/38/2023,17:38:10,PLAT
sweden,1951,2010,Male,100,10,-523.2843675838972,02/38/2023,17:38:10,PLAT
sweden,1952,2011,Male,100,1,-420.84599114359384,02/39/2023,17:39:39,PLAT
sweden,1952,2011,Male,100,2,-435.17781375415524,02/39/2023,17:39:39,PLAT
sweden,1952,2011,Male,100,3,-443.5361139856198,02/39/2023,17:39:39,PLAT
sweden,1952,2011,Male,100,4,-459.5260644967633,02/39/2023,17:39:39,PLAT
sweden,1952,2011,Male,100,5,-464.1735048348705,02/39/2023,17:39:39,PLAT
sweden,1952,2011,Male,100,6,-522.290945230949,02/39/2023,17:39:39,PLAT
sweden,1952,2011,Male,100,7,-497.2650152068851,02/39/2023,17:39:39,PLAT
sweden,1952,2011,Male,100,8,-535.3580765185214,02/39/2023,17:39:39,PLAT
sweden,1952,2011,Male,100,9,-498.28192312885056,02/39/2023,17:39:39,PLAT
sweden,1952,2011,Male,100,10,-509.9295706622756,02/39/2023,17:39:39,PLAT
